,Symptom,Population_density
8655,e,1473
2063,a,1474.230885
2065,a,1474.230885
2067,a,1474.230885
2075,a,1474.230885
2081,d,1474.230885
2082,e,1474.230885
2093,b,1474.230885
2100,d,1474.230885
2103,c,1474.230885
2117,e,1474.230885
2125,a,1474.230885
2131,a,1474.230885
2139,b,1474.230885
2140,e,1474.230885
2147,c,1474.230885
2149,a,1474.230885
2150,c,1474.230885
2151,b,1474.230885
4092,e,1474.230885
4099,c,1474.230885
4102,d,1474.230885
4103,e,1474.230885
4123,a,1474.230885
4125,b,1474.230885
4131,e,1474.230885
4138,a,1474.230885
4140,a,1474.230885
4143,c,1474.230885
4144,e,1474.230885
4145,a,1474.230885
4152,b,1474.230885
4155,c,1474.230885
4156,c,1474.230885
4160,a,1474.230885
4165,e,1474.230885
4168,a,1474.230885
4172,e,1474.230885
4175,c,1474.230885
4181,e,1474.230885
4194,e,1474.230885
4195,a,1474.230885
4197,a,1474.230885
4199,e,1474.230885
4211,b,1474.230885
4212,b,1474.230885
4217,e,1474.230885
4218,a,1474.230885
4219,b,1474.230885
4222,a,1474.230885
4232,a,1474.230885
4233,e,1474.230885
1236,e,1476
1011,c,1478
7953,a,1487.890851
9051,e,1487.890851
905,b,1488.241499
8500,a,1489.532067
5834,b,1491.901566
6099,a,1491.901566
9389,e,1491.901566
430,b,1497.024904
1010,a,1497.311321
10773,a,1507.366494
5916,a,1508.468743
6168,e,1508.468743
6442,a,1508.468743
6808,e,1508.468743
7642,e,1508.468743
8993,a,1508.468743
9509,b,1508.468743
10584,a,1508.468743
10680,b,1508.468743
10865,b,1508.468743
10897,a,1508.468743
10912,a,1508.468743
10941,a,1508.468743
11317,b,1508.468743
7375,a,1512.128348
10085,e,1512.128348
865,a,1514
868,e,1516.479351
980,e,1518.620864
2560,e,1523.470631
2561,a,1523.470631
2564,e,1523.470631
2565,a,1523.470631
2567,a,1523.470631
2572,b,1523.470631
2574,a,1523.470631
2575,c,1523.470631
2578,b,1523.470631
2581,a,1523.470631
2585,a,1523.470631
2586,a,1523.470631
2588,b,1523.470631
2590,a,1523.470631
2591,b,1523.470631
2593,e,1523.470631
2597,a,1523.470631
2600,b,1523.470631
2603,a,1523.470631
2605,a,1523.470631
2606,c,1523.470631
2607,a,1523.470631
2608,a,1523.470631
2611,a,1523.470631
2616,e,1523.470631
2619,b,1523.470631
2620,c,1523.470631
2621,e,1523.470631
2623,e,1523.470631
2624,b,1523.470631
2625,e,1523.470631
2626,a,1523.470631
2628,e,1523.470631
2631,e,1523.470631
2636,c,1523.470631
2637,e,1523.470631
2640,e,1523.470631
2641,a,1523.470631
2642,a,1523.470631
2644,b,1523.470631
2646,a,1523.470631
2648,a,1523.470631
2651,a,1523.470631
2652,a,1523.470631
2653,a,1523.470631
4674,d,1523.470631
4675,a,1523.470631
4677,a,1523.470631
4680,a,1523.470631
4684,a,1523.470631
4685,a,1523.470631
4687,a,1523.470631
4688,a,1523.470631
4690,e,1523.470631
4691,b,1523.470631
4694,b,1523.470631
4700,e,1523.470631
4702,e,1523.470631
4704,a,1523.470631
4706,a,1523.470631
4709,a,1523.470631
4710,b,1523.470631
4713,e,1523.470631
4714,c,1523.470631
4715,b,1523.470631
4722,e,1523.470631
4725,a,1523.470631
4727,a,1523.470631
4730,a,1523.470631
4732,b,1523.470631
4734,b,1523.470631
4735,b,1523.470631
4737,a,1523.470631
4739,a,1523.470631
4740,b,1523.470631
4741,c,1523.470631
4742,a,1523.470631
4743,b,1523.470631
4745,a,1523.470631
4746,e,1523.470631
4749,e,1523.470631
4750,b,1523.470631
4751,e,1523.470631
4754,b,1523.470631
4756,d,1523.470631
4757,b,1523.470631
4758,c,1523.470631
4762,b,1523.470631
4763,a,1523.470631
4766,c,1523.470631
4770,e,1523.470631
4771,a,1523.470631
4773,d,1523.470631
4775,b,1523.470631
4779,d,1523.470631
4781,a,1523.470631
4782,a,1523.470631
4785,a,1523.470631
4786,a,1523.470631
4787,a,1523.470631
4788,e,1523.470631
976,c,1530.604542
6954,b,1533.718223
7763,e,1533.718223
9871,a,1533.718223
6615,a,1535.487266
8751,c,1535.487266
8865,b,1535.487266
9189,e,1535.487266
822,b,1537.042221
847,a,1537.042221
1047,e,1543.584693
6423,a,1545.391851
7327,e,1545.391851
8375,b,1545.391851
10783,e,1545.391851
7205,a,1546.081061
2084,c,1554.488071
2085,e,1554.488071
2094,a,1554.488071
2095,c,1554.488071
2097,a,1554.488071
2107,a,1554.488071
2115,c,1554.488071
2116,b,1554.488071
2119,b,1554.488071
2121,b,1554.488071
2122,b,1554.488071
2124,a,1554.488071
2127,a,1554.488071
2132,a,1554.488071
2136,a,1554.488071
2152,a,1554.488071
4098,a,1554.488071
4124,a,1554.488071
4141,a,1554.488071
4142,a,1554.488071
4188,a,1554.488071
4189,b,1554.488071
4223,c,1554.488071
4224,b,1554.488071
4234,e,1554.488071
10428,a,1559
5983,a,1564.070164
8995,c,1564.070164
5961,a,1567.445487
6235,a,1567.445487
6602,a,1567.445487
6741,b,1567.445487
6862,c,1567.445487
7060,b,1567.445487
7096,e,1567.445487
7120,b,1567.445487
7363,b,1567.445487
8118,b,1567.445487
8626,a,1567.445487
9219,a,1567.445487
9432,a,1567.445487
9800,a,1567.445487
10231,d,1567.445487
10234,d,1567.445487
10380,e,1567.445487
10391,e,1567.445487
10573,a,1567.445487
10891,b,1567.445487
911,b,1569.837811
441,a,1574.729296
9191,e,1584
1373,c,1589.546033
1229,e,1593
8122,a,1594.706867
382,e,1603.034159
400,e,1603.034159
6173,a,1608.765735
7013,a,1608.765735
10764,a,1608.765735
8720,b,1609
8759,e,1609
8833,b,1609
10043,b,1609
10662,a,1609
11111,a,1609
8184,a,1625.906478
8204,c,1625.906478
1306,e,1627.369676
7769,e,1631.605721
8598,c,1631.605721
9152,e,1642.742925
7788,b,1668.243738
7982,d,1668.243738
8438,c,1668.243738
6843,b,1674.911898
8765,d,1674.911898
448,a,1678.811756
6231,c,1696.546617
10806,e,1696.546617
5814,e,1708.398862
6013,a,1708.398862
9548,a,1708.398862
8138,e,1712.093942
974,a,1716.780579
978,a,1719
10512,b,1728.57915
1004,a,1744.453232
765,a,1749.459069
6145,b,1751.302115
6554,a,1751.302115
6823,b,1751.302115
7786,b,1751.302115
8000,a,1751.302115
8009,b,1751.302115
10107,b,1751.302115
595,a,1756.212975
10645,b,1762.706061
11052,c,1762.706061
6051,a,1765
6461,a,1765
7715,b,1765
7888,b,1765
8313,b,1765
8947,b,1765
9026,b,1765
9638,a,1765
9974,b,1765
10142,a,1765
10434,a,1765
10986,a,1765
631,a,1776.141495
797,a,1776.141495
957,a,1780
963,a,1780
320,a,1780.795767
6925,a,1788.507905
7617,b,1788.507905
9782,b,1788.507905
10952,e,1788.507905
10953,e,1788.507905
11168,d,1788.507905
9140,a,1811.415477
16,a,1821.532808
6067,e,1823.782473
6398,a,1823.782473
6503,a,1823.782473
6552,e,1823.782473
6715,b,1823.782473
7460,a,1823.782473
7724,a,1823.782473
7753,d,1823.782473
8588,e,1823.782473
10267,a,1823.782473
10311,b,1823.782473
10578,a,1823.782473
10581,c,1823.782473
11223,a,1823.782473
880,e,1825.331069
1361,c,1827.303569
1305,b,1828.052913
975,a,1839.405821
858,a,1839.434047
8891,e,1866.068509
7698,d,1870.550933
10426,b,1870.550933
10850,a,1870.550933
11115,b,1870.550933
3012,a,1872.004534
3014,a,1872.004534
3019,a,1872.004534
3027,c,1872.004534
3029,e,1872.004534
3050,c,1872.004534
3062,e,1872.004534
3076,e,1872.004534
3083,a,1872.004534
3091,e,1872.004534
4966,a,1872.004534
4973,c,1872.004534
4993,a,1872.004534
5000,e,1872.004534
5054,a,1872.004534
5066,c,1872.004534
5078,e,1872.004534
5085,b,1872.004534
5127,a,1872.004534
5137,a,1872.004534
5169,c,1872.004534
5170,b,1872.004534
5175,b,1872.004534
5178,b,1872.004534
5206,a,1872.004534
5210,b,1872.004534
5216,b,1872.004534
5228,a,1872.004534
5243,d,1872.004534
5251,a,1872.004534
5260,e,1872.004534
5266,a,1872.004534
5304,e,1872.004534
110,b,1885.518528
166,e,1885.518528
268,a,1885.518528
281,a,1885.518528
883,b,1889.682776
982,e,1890.641786
5783,b,1893.525959
10838,b,1893.525959
11036,b,1893.525959
5746,a,1893.640646
6614,a,1893.640646
7940,c,1893.640646
8670,b,1893.640646
9084,a,1893.640646
9348,a,1893.640646
9734,b,1893.640646
9851,c,1893.640646
10576,e,1893.640646
10852,a,1893.640646
9,a,1900.590808
8238,b,1905.983822
9916,a,1905.983822
6084,a,1906.820727
9788,a,1906.820727
6677,c,1910.711177
7164,b,1910.711177
7808,b,1910.711177
7821,e,1910.711177
8873,c,1910.711177
10930,e,1910.711177
11139,b,1910.711177
9155,c,1914
574,a,1917.660806
898,e,1926.650269
390,b,1932.805724
9909,b,1937.363245
9944,c,1937.363245
10182,b,1937.363245
6081,a,1948.404302
8610,e,1948.404302
8631,b,1948.404302
1022,a,1950.342757
8808,b,1973.204803
9115,a,1973.204803
10472,d,1973.204803
1031,a,1976.943061
8336,c,1986.438764
9269,b,1986.438764
273,e,1994
610,a,1997.09348
7844,a,1997.249014
10248,a,1997.249014
11225,c,1997.249014
17,b,2016.008535
10312,e,2026.57356
6218,a,2043.254211
6732,a,2043.254211
8547,e,2043.254211
9007,a,2043.254211
9881,a,2043.254211
10502,a,2043.254211
6296,a,2045.381757
5941,e,2050.745294
6640,e,2050.745294
6792,b,2050.745294
7036,b,2050.745294
7289,b,2050.745294
7476,b,2050.745294
7902,a,2050.745294
8527,b,2050.745294
8722,e,2050.745294
9104,e,2050.745294
9230,b,2050.745294
9332,a,2050.745294
9641,a,2050.745294
10755,a,2050.745294
10886,a,2050.745294
11273,a,2050.745294
776,e,2056.908352
8294,a,2061.400313
7395,b,2064
8063,d,2064
10106,e,2064
10258,b,2064
997,b,2078.572952
10250,c,2086.270814
6330,e,2088.095719
9975,a,2088.095719
6289,a,2089.209199
7876,b,2089.209199
1038,b,2089.471154
894,a,2096.700787
10759,e,2104
9321,e,2142.791505
9371,e,2142.791505
9802,e,2142.791505
11214,e,2142.791505
6651,e,2142.804013
6670,c,2142.804013
6838,b,2142.804013
6930,b,2142.804013
6976,a,2142.804013
7262,a,2142.804013
7374,e,2142.804013
7954,d,2142.804013
8064,e,2142.804013
8234,b,2142.804013
9434,a,2142.804013
9497,a,2142.804013
9571,a,2142.804013
10301,a,2142.804013
10710,e,2142.804013
10902,b,2142.804013
20,e,2165
11226,a,2165.649995
6349,c,2178
7409,a,2178
10034,a,2178
10963,a,2178
7250,a,2188.458047
8082,c,2188.458047
10711,b,2188.458047
10771,b,2188.458047
739,b,2192.959421
5816,b,2194.884901
6131,a,2194.884901
7487,a,2194.884901
7653,b,2194.884901
7661,a,2194.884901
9113,e,2194.884901
9377,b,2194.884901
10389,e,2194.884901
10498,a,2194.884901
7620,a,2216.59502
9241,c,2216.59502
9245,c,2216.59502
9256,b,2216.59502
10051,e,2216.59502
1316,e,2218.893726
7192,a,2220.44694
7290,a,2220.44694
7643,a,2220.44694
8669,a,2220.44694
8868,e,2220.44694
9593,a,2220.44694
10800,b,2220.44694
301,a,2226.576258
884,b,2231.89
12,a,2233.771993
6044,e,2240.205521
10414,a,2240.205521
10475,a,2240.205521
9278,b,2241
1202,c,2245
812,a,2252.974545
826,e,2252.974545
848,a,2252.974545
583,b,2268.730016
602,b,2268.730016
1224,e,2270
1226,e,2270
1227,e,2270
1230,a,2270
1233,e,2270
1237,a,2270
6769,d,2272.243991
6863,a,2272.243991
6902,c,2272.243991
8432,b,2272.243991
9748,a,2272.243991
10108,a,2272.243991
10490,a,2272.243991
885,a,2274
5678,a,2291.665324
8483,a,2291.665324
10068,e,2291.665324
10220,a,2291.665324
10295,a,2291.665324
10408,a,2291.665324
10693,e,2291.665324
970,c,2294.456092
9520,e,2303.922763
3034,c,2304.990383
3037,b,2304.990383
3042,e,2304.990383
3046,e,2304.990383
3053,b,2304.990383
3055,a,2304.990383
3058,c,2304.990383
3064,a,2304.990383
3077,c,2304.990383
3088,e,2304.990383
4947,a,2304.990383
4953,e,2304.990383
4962,e,2304.990383
5001,c,2304.990383
5010,b,2304.990383
5018,e,2304.990383
5020,a,2304.990383
5021,a,2304.990383
5035,a,2304.990383
5036,b,2304.990383
5045,c,2304.990383
5073,c,2304.990383
5076,a,2304.990383
5106,e,2304.990383
5134,c,2304.990383
5153,a,2304.990383
5172,b,2304.990383
5180,a,2304.990383
5221,b,2304.990383
5231,c,2304.990383
5238,b,2304.990383
5264,a,2304.990383
5265,a,2304.990383
5274,a,2304.990383
5283,c,2304.990383
607,a,2306
8508,a,2306.286478
11271,b,2306.286478
541,b,2309.40129
6432,c,2310.09663
6718,b,2310.09663
7585,a,2310.09663
9262,c,2310.09663
9493,e,2310.09663
10713,a,2310.09663
11088,a,2310.09663
10397,d,2339.37778
11019,e,2339.37778
11054,e,2339.37778
6460,e,2348.162048
8784,b,2348.162048
9024,b,2348.162048
10347,a,2348.162048
11082,a,2348.162048
11033,e,2351.154117
6119,a,2358.115409
6482,a,2358.115409
10630,b,2358.115409
11211,e,2358.115409
881,b,2368.17588
1015,b,2371.823127
1016,a,2371.823127
1017,e,2371.823127
1018,c,2371.823127
1020,b,2371.823127
1021,a,2371.823127
1028,e,2371.823127
1040,b,2371.823127
6206,a,2373.58674
10705,e,2373.58674
3082,e,2373.586741
4996,a,2373.586741
6149,a,2373.897293
7881,a,2373.897293
10546,a,2373.897293
10683,c,2373.897293
10822,a,2373.897293
6563,b,2374.440048
6763,a,2379.547511
7455,a,2379.547511
9411,a,2382.722825
7547,a,2399.68556
8283,b,2399.68556
9101,d,2399.68556
9611,b,2399.68556
9728,b,2399.68556
10083,a,2399.68556
10611,e,2399.68556
10895,b,2399.68556
11284,c,2399.68556
8858,b,2407.951927
5996,b,2424
820,b,2429.12881
8863,b,2450.596495
9535,a,2450.596495
5845,a,2459
5895,a,2459
6283,d,2459
6308,a,2459
6603,a,2459
6606,a,2459
6696,c,2459
6701,a,2459
6773,a,2459
6825,a,2459
6883,c,2459
7067,a,2459
7084,e,2459
7213,b,2459
7820,b,2459
7833,a,2459
7879,b,2459
8349,a,2459
8441,a,2459
8960,e,2459
9058,b,2459
9418,a,2459
9472,a,2459
9485,a,2459
9698,a,2459
9813,a,2459
9843,a,2459
9899,b,2459
10121,a,2459
10171,d,2459
10176,d,2459
10178,d,2459
10230,a,2459
10399,e,2459
10401,e,2459
10603,a,2459
10961,b,2459
11121,a,2459
6204,a,2459.892164
8505,e,2459.892164
5942,c,2466.324639
8739,e,2466.324639
8767,a,2466.324639
9854,a,2466.324639
7778,b,2473.294619
8542,a,2473.294619
9456,a,2473.294619
10039,e,2473.294619
1372,a,2477.514238
891,c,2482.549069
355,b,2503
8906,a,2506.080603
5980,c,2508
7184,b,2508
7243,a,2508
7613,b,2508
7654,b,2508
7671,e,2508
8197,b,2508
599,a,2511.848706
8072,a,2541.542482
2785,b,2546.839444
2786,b,2546.839444
2787,a,2546.839444
2789,e,2546.839444
2791,b,2546.839444
2792,a,2546.839444
2794,b,2546.839444
2795,a,2546.839444
2796,d,2546.839444
2798,a,2546.839444
2801,a,2546.839444
2803,a,2546.839444
2805,a,2546.839444
2807,a,2546.839444
2808,a,2546.839444
2809,e,2546.839444
2810,a,2546.839444
2811,a,2546.839444
2813,a,2546.839444
2824,a,2546.839444
2825,a,2546.839444
2826,e,2546.839444
2827,d,2546.839444
2828,e,2546.839444
2829,a,2546.839444
2830,a,2546.839444
2831,c,2546.839444
2833,a,2546.839444
2834,a,2546.839444
2836,a,2546.839444
2838,a,2546.839444
2839,c,2546.839444
2840,a,2546.839444
2842,c,2546.839444
2843,a,2546.839444
2844,a,2546.839444
2847,b,2546.839444
2848,e,2546.839444
2849,b,2546.839444
2853,a,2546.839444
2854,a,2546.839444
2855,a,2546.839444
2856,a,2546.839444
2858,c,2546.839444
2859,a,2546.839444
2862,c,2546.839444
2863,c,2546.839444
2864,a,2546.839444
2865,b,2546.839444
2866,a,2546.839444
2867,d,2546.839444
2868,b,2546.839444
2869,e,2546.839444
2870,a,2546.839444
2871,e,2546.839444
2872,a,2546.839444
2873,b,2546.839444
2875,c,2546.839444
2876,a,2546.839444
2877,a,2546.839444
2879,e,2546.839444
2880,a,2546.839444
2881,b,2546.839444
2882,e,2546.839444
2883,b,2546.839444
2884,b,2546.839444
2885,b,2546.839444
2886,e,2546.839444
2888,e,2546.839444
2889,a,2546.839444
2891,c,2546.839444
2892,a,2546.839444
2894,a,2546.839444
2895,a,2546.839444
2896,e,2546.839444
2897,b,2546.839444
2898,e,2546.839444
2900,a,2546.839444
2901,a,2546.839444
2902,a,2546.839444
2903,a,2546.839444
2904,a,2546.839444
2905,a,2546.839444
2906,e,2546.839444
2907,c,2546.839444
2912,a,2546.839444
2913,e,2546.839444
2915,a,2546.839444
2916,b,2546.839444
2917,a,2546.839444
2921,b,2546.839444
2922,a,2546.839444
2923,a,2546.839444
2926,c,2546.839444
2928,a,2546.839444
2929,a,2546.839444
2932,d,2546.839444
2933,a,2546.839444
2935,a,2546.839444
2936,e,2546.839444
2937,b,2546.839444
2940,b,2546.839444
2941,e,2546.839444
2944,e,2546.839444
2945,c,2546.839444
2946,a,2546.839444
2947,b,2546.839444
2948,a,2546.839444
2949,a,2546.839444
2950,a,2546.839444
2951,c,2546.839444
2953,c,2546.839444
2956,a,2546.839444
2958,a,2546.839444
2960,a,2546.839444
2964,a,2546.839444
2967,b,2546.839444
2969,b,2546.839444
2971,b,2546.839444
2972,b,2546.839444
2974,e,2546.839444
2975,a,2546.839444
2976,a,2546.839444
2977,b,2546.839444
2978,a,2546.839444
2979,a,2546.839444
2980,b,2546.839444
2981,b,2546.839444
2982,d,2546.839444
2983,a,2546.839444
2984,e,2546.839444
2985,a,2546.839444
2986,e,2546.839444
2988,a,2546.839444
2989,a,2546.839444
2991,a,2546.839444
2994,b,2546.839444
2996,b,2546.839444
2997,e,2546.839444
2998,b,2546.839444
3001,a,2546.839444
3002,b,2546.839444
3003,a,2546.839444
3004,b,2546.839444
3005,b,2546.839444
3007,a,2546.839444
3026,b,2546.839444
3056,e,2546.839444
4936,a,2546.839444
4937,c,2546.839444
4938,a,2546.839444
4941,e,2546.839444
4944,e,2546.839444
4945,b,2546.839444
4946,e,2546.839444
4955,a,2546.839444
4959,a,2546.839444
4960,a,2546.839444
4961,b,2546.839444
4963,c,2546.839444
4968,b,2546.839444
4969,a,2546.839444
4970,e,2546.839444
4971,b,2546.839444
4972,a,2546.839444
4974,c,2546.839444
4976,b,2546.839444
4977,a,2546.839444
4978,b,2546.839444
4979,a,2546.839444
4980,a,2546.839444
4984,e,2546.839444
4987,b,2546.839444
4988,e,2546.839444
4990,a,2546.839444
4991,e,2546.839444
4992,a,2546.839444
4994,a,2546.839444
4997,b,2546.839444
4998,b,2546.839444
5002,c,2546.839444
5007,a,2546.839444
5008,b,2546.839444
5011,a,2546.839444
5013,c,2546.839444
5014,a,2546.839444
5015,e,2546.839444
5016,a,2546.839444
5025,e,2546.839444
5026,a,2546.839444
5029,b,2546.839444
5030,c,2546.839444
5033,c,2546.839444
5034,a,2546.839444
5037,a,2546.839444
5039,a,2546.839444
5041,e,2546.839444
5047,a,2546.839444
5048,b,2546.839444
5049,a,2546.839444
5051,e,2546.839444
5052,b,2546.839444
5053,e,2546.839444
5057,a,2546.839444
5058,a,2546.839444
5059,b,2546.839444
5060,b,2546.839444
5061,e,2546.839444
5063,b,2546.839444
5064,e,2546.839444
5067,b,2546.839444
5068,d,2546.839444
5069,a,2546.839444
5070,e,2546.839444
5071,b,2546.839444
5072,e,2546.839444
5074,b,2546.839444
5075,a,2546.839444
5077,a,2546.839444
5081,e,2546.839444
5082,a,2546.839444
5083,b,2546.839444
5084,a,2546.839444
5088,b,2546.839444
5090,a,2546.839444
5093,a,2546.839444
5094,a,2546.839444
5095,a,2546.839444
5096,a,2546.839444
5098,b,2546.839444
5099,a,2546.839444
5102,a,2546.839444
5103,b,2546.839444
5104,a,2546.839444
5105,a,2546.839444
5108,b,2546.839444
5109,c,2546.839444
5111,e,2546.839444
5112,b,2546.839444
5115,a,2546.839444
5118,d,2546.839444
5120,a,2546.839444
5121,c,2546.839444
5122,c,2546.839444
5123,b,2546.839444
5124,a,2546.839444
5126,a,2546.839444
5128,a,2546.839444
5129,a,2546.839444
5130,a,2546.839444
5136,e,2546.839444
5138,c,2546.839444
5140,e,2546.839444
5142,a,2546.839444
5143,e,2546.839444
5145,c,2546.839444
5146,e,2546.839444
5147,b,2546.839444
5149,e,2546.839444
5151,a,2546.839444
5152,e,2546.839444
5155,b,2546.839444
5157,a,2546.839444
5158,b,2546.839444
5159,a,2546.839444
5160,a,2546.839444
5164,b,2546.839444
5165,a,2546.839444
5168,a,2546.839444
5173,b,2546.839444
5174,a,2546.839444
5182,a,2546.839444
5183,c,2546.839444
5184,c,2546.839444
5185,d,2546.839444
5186,b,2546.839444
5187,a,2546.839444
5188,e,2546.839444
5189,a,2546.839444
5190,b,2546.839444
5192,d,2546.839444
5195,b,2546.839444
5196,a,2546.839444
5197,a,2546.839444
5198,c,2546.839444
5199,b,2546.839444
5200,a,2546.839444
5204,b,2546.839444
5207,a,2546.839444
5213,c,2546.839444
5215,e,2546.839444
5217,b,2546.839444
5222,b,2546.839444
5223,a,2546.839444
5224,c,2546.839444
5225,a,2546.839444
5227,a,2546.839444
5229,a,2546.839444
5232,c,2546.839444
5233,b,2546.839444
5237,b,2546.839444
5241,b,2546.839444
5246,a,2546.839444
5248,b,2546.839444
5249,a,2546.839444
5250,e,2546.839444
5252,b,2546.839444
5253,e,2546.839444
5257,a,2546.839444
5263,b,2546.839444
5267,a,2546.839444
5272,b,2546.839444
5275,c,2546.839444
5276,a,2546.839444
5279,c,2546.839444
5280,b,2546.839444
5288,e,2546.839444
5290,b,2546.839444
5292,a,2546.839444
5294,e,2546.839444
5297,a,2546.839444
5299,a,2546.839444
5301,c,2546.839444
5303,b,2546.839444
6012,e,2557.043118
6533,a,2557.043118
7085,a,2557.043118
7807,b,2557.043118
9903,e,2557.043118
10005,a,2557.043118
11093,b,2557.043118
5651,a,2568.50427
6208,b,2568.50427
7296,a,2568.50427
7332,a,2568.50427
8802,a,2568.50427
8885,a,2568.50427
8934,a,2568.50427
9876,b,2568.50427
9988,b,2568.50427
10096,c,2568.50427
10567,b,2568.50427
10993,a,2568.50427
771,c,2571.341436
1046,b,2579.900783
1068,e,2579.900783
5711,a,2581.488129
7756,a,2581.488129
8529,c,2581.488129
8689,e,2581.488129
9165,b,2581.488129
9663,a,2581.488129
9743,b,2581.488129
7061,b,2586.032123
878,a,2599.706374
902,b,2604.502842
678,b,2613.665048
923,a,2623.200872
924,a,2623.200872
925,b,2623.200872
926,a,2623.200872
928,a,2623.200872
930,b,2623.200872
931,a,2623.200872
932,b,2623.200872
933,a,2623.200872
934,b,2623.200872
935,a,2623.200872
936,a,2623.200872
939,a,2623.200872
940,a,2623.200872
943,c,2623.200872
946,a,2623.200872
949,c,2623.200872
950,b,2623.200872
951,e,2623.200872
431,a,2647.242919
11009,b,2667
11209,a,2667
11318,e,2667
6727,a,2694.173562
7541,a,2694.173562
7655,c,2694.173562
10528,a,2694.173562
6524,b,2704.900666
1348,a,2705.800397
1359,a,2705.800397
561,a,2758.786067
5709,e,2760.690158
9840,a,2760.690158
892,c,2768.247471
8143,b,2783.17741
7717,a,2800.85782
11215,a,2800.85782
733,e,2833.783523
5953,b,2835.982538
6124,a,2835.982538
6795,b,2835.982538
7081,d,2835.982538
7199,e,2835.982538
7389,a,2835.982538
7683,b,2835.982538
8173,b,2835.982538
8692,b,2835.982538
9248,a,2835.982538
9470,a,2835.982538
10058,e,2835.982538
10775,e,2835.982538
11027,e,2835.982538
5871,b,2861.552298
6730,b,2861.552298
7295,e,2861.552298
7681,a,2861.552298
7934,a,2861.552298
9205,a,2861.552298
9967,a,2861.552298
6133,c,2889
6485,b,2889
6884,a,2889
7605,a,2889
8124,e,2889
8246,a,2889
9500,d,2889
9519,b,2889
10056,b,2889
10471,b,2889
10790,a,2889
10966,b,2889
889,a,2894.047381
6115,a,2895.848141
7859,a,2895.848141
290,a,2898.723839
309,a,2898.723839
7325,b,2906.018189
9917,a,2906.018189
1313,e,2910
5699,a,2913
5708,a,2913
6805,e,2913
7484,e,2913
8624,a,2913
9148,b,2913
9785,b,2913
10070,a,2913
10344,a,2913
10364,c,2913
10427,e,2913
10844,a,2913
1304,a,2938
1312,b,2946.947192
7075,a,2951.278156
7925,a,2951.278156
8643,b,2951.278156
10191,a,2951.278156
6251,e,2956.018768
7474,a,2956.018768
9437,b,2956.018768
9498,b,2956.018768
9995,c,2956.018768
10681,a,2956.018768
7599,b,2962.438202
7784,a,2962.438202
1370,a,2969.268719
1379,a,2969.268719
11263,b,2977.541519
6196,b,2994.225206
8058,a,2994.225206
11315,e,2994.225206
937,d,2995.01052
948,b,2995.01052
8242,a,3010
8814,b,3010
11073,a,3010
11151,a,3010
5637,a,3052.209482
6159,a,3052.209482
6376,b,3052.209482
6516,b,3052.209482
6590,a,3052.209482
6631,e,3052.209482
6966,b,3052.209482
7100,a,3052.209482
8447,b,3052.209482
8469,b,3052.209482
8571,a,3052.209482
8886,c,3052.209482
9207,a,3052.209482
9221,c,3052.209482
9375,b,3052.209482
9378,b,3052.209482
9436,a,3052.209482
9517,b,3052.209482
9543,c,3052.209482
9560,c,3052.209482
9629,c,3052.209482
9715,c,3052.209482
9752,b,3052.209482
10084,a,3052.209482
10351,a,3052.209482
10395,b,3052.209482
10430,b,3052.209482
10597,b,3052.209482
10776,e,3052.209482
10794,e,3052.209482
11067,a,3052.209482
11182,a,3052.209482
11309,e,3052.209482
5922,b,3053.246651
6043,a,3053.246651
8114,b,3053.246651
10184,a,3053.246651
1315,a,3064
9722,a,3077
11220,b,3077
1317,a,3118.77
455,b,3121.192539
5713,e,3128.994635
6068,c,3128.994635
6191,e,3128.994635
6297,a,3128.994635
6321,a,3128.994635
6427,a,3128.994635
7055,b,3128.994635
7181,b,3128.994635
7194,b,3128.994635
7229,a,3128.994635
7238,b,3128.994635
7274,b,3128.994635
7435,a,3128.994635
7615,a,3128.994635
7676,a,3128.994635
8168,d,3128.994635
8351,e,3128.994635
8448,a,3128.994635
8938,c,3128.994635
9002,c,3128.994635
9231,a,3128.994635
9442,b,3128.994635
9544,e,3128.994635
10162,c,3128.994635
10180,d,3128.994635
10361,e,3128.994635
10392,a,3128.994635
10900,a,3128.994635
10916,e,3128.994635
10918,b,3128.994635
11150,a,3128.994635
6045,e,3134.139454
6491,a,3134.139454
6749,a,3134.139454
6886,b,3134.139454
7320,e,3134.139454
7989,e,3134.139454
8004,b,3134.139454
8014,b,3134.139454
8229,b,3134.139454
8471,b,3134.139454
8824,a,3134.139454
9563,c,3134.139454
10081,a,3134.139454
10368,a,3134.139454
10708,a,3134.139454
10999,a,3134.139454
11047,a,3134.139454
11063,e,3134.139454
5756,b,3145.068473
10474,e,3145.068473
10758,a,3145.068473
10765,a,3145.068473
10950,b,3145.068473
10967,b,3145.068473
5863,a,3145.719756
6116,e,3145.719756
7242,b,3145.719756
7422,a,3145.719756
8243,a,3145.719756
9801,a,3145.719756
9892,a,3145.719756
10217,b,3145.719756
10668,e,3145.719756
10726,a,3145.719756
11163,a,3145.719756
8773,c,3167.414074
612,a,3169.308135
613,a,3169.308135
614,a,3169.308135
615,e,3169.308135
616,e,3169.308135
617,a,3169.308135
618,c,3169.308135
619,e,3169.308135
620,a,3169.308135
623,e,3169.308135
624,b,3169.308135
625,a,3169.308135
626,c,3169.308135
627,a,3169.308135
628,a,3169.308135
629,a,3169.308135
630,d,3169.308135
