,Symptom,Population_density
675,a,951
9947,a,954.3703629
8109,e,956.9275324
5736,a,960.3550441
8879,a,962
10037,a,962
10873,b,962
10040,e,962.0600561
10541,c,962.0600561
6550,a,965
7343,a,965
11269,e,965
8384,a,966.6076509
10562,b,966.6076509
7190,b,967.2585242
10213,a,967.2585242
10321,e,967.2585242
1000,a,968.1554536
929,a,968.7098592
9363,a,968.8876719
35,a,972.129989
44,a,972.129989
106,a,972.129989
146,e,972.129989
167,a,972.129989
175,e,972.129989
187,e,972.129989
226,a,972.129989
250,b,972.129989
255,e,972.129989
256,e,972.129989
270,c,972.129989
276,e,972.129989
285,b,972.129989
5949,b,972.4016116
7306,a,972.4016116
7785,b,972.4016116
1362,c,973.0850815
815,b,975.7
867,e,975.7
5905,b,977.8303478
9957,a,977.8303478
6267,a,978
10526,a,978
9558,a,983.5204348
9793,a,983.5204348
6625,b,985.5737828
2173,a,989.8499116
2179,a,989.8499116
2180,a,989.8499116
2189,b,989.8499116
2200,c,989.8499116
2202,b,989.8499116
2215,a,989.8499116
2228,a,989.8499116
2234,e,989.8499116
2243,a,989.8499116
2244,e,989.8499116
2247,b,989.8499116
2248,a,989.8499116
2252,b,989.8499116
2257,a,989.8499116
2259,e,989.8499116
4243,b,989.8499116
4246,e,989.8499116
4255,c,989.8499116
4258,b,989.8499116
4267,c,989.8499116
4271,b,989.8499116
4272,e,989.8499116
4273,b,989.8499116
4274,b,989.8499116
4302,b,989.8499116
4307,c,989.8499116
4325,e,989.8499116
4326,a,989.8499116
4335,a,989.8499116
4337,b,989.8499116
4345,a,989.8499116
4349,b,989.8499116
4356,e,989.8499116
824,e,992.6632912
3009,a,994.3361537
3031,e,994.3361537
3032,e,994.3361537
3038,e,994.3361537
3039,e,994.3361537
3044,e,994.3361537
3067,e,994.3361537
3081,c,994.3361537
4967,e,994.3361537
5116,a,994.3361537
990,a,995.1657875
1005,a,995.1657875
5744,b,996
7035,a,996
7733,b,996
8706,a,996
8922,c,996
9690,a,996
11193,a,997
450,b,997.3044637
484,b,997.3044637
5774,a,1000.638932
6298,c,1000.638932
6610,a,1000.638932
6893,b,1000.638932
7263,a,1000.638932
7371,d,1000.638932
7600,a,1000.638932
7843,a,1000.638932
8170,a,1000.638932
8959,b,1000.638932
10582,b,1000.638932
10929,a,1000.638932
11154,a,1000.638932
11304,a,1004.515507
8342,c,1025.680805
6198,c,1027.473861
7002,a,1027.473861
8653,e,1027.473861
8526,a,1029
8579,c,1029.287641
345,e,1029.312178
6271,a,1032.123915
8800,a,1032.123915
5864,e,1036.764411
9545,e,1036.764411
11132,a,1036.764411
8874,b,1040.885359
11170,a,1040.885359
1366,a,1041
558,e,1042.342918
328,b,1047.794015
413,a,1047.794015
1327,c,1051.790837
1338,a,1051.790837
1345,a,1051.790837
496,e,1053.352652
499,b,1053.352652
495,a,1063.408418
6817,c,1066
1247,a,1066.862977
1254,d,1066.862977
1190,b,1067
1204,c,1067
1206,a,1067
10913,c,1071.263385
6697,e,1072
8876,b,1072
6311,c,1074.995896
6546,a,1074.995896
6581,b,1074.995896
7037,a,1074.995896
662,e,1075.289865
685,b,1075.289865
689,c,1075.289865
707,e,1075.289865
744,b,1075.289865
945,b,1077.018822
8780,c,1079
3302,c,1086.21005
3305,c,1086.21005
3306,c,1086.21005
3307,b,1086.21005
3308,a,1086.21005
3309,e,1086.21005
3310,a,1086.21005
3311,c,1086.21005
3312,b,1086.21005
3313,a,1086.21005
3314,b,1086.21005
3315,a,1086.21005
3316,a,1086.21005
3317,a,1086.21005
3318,b,1086.21005
3321,e,1086.21005
3323,a,1086.21005
3324,b,1086.21005
3325,a,1086.21005
3326,a,1086.21005
3328,e,1086.21005
3330,a,1086.21005
3331,b,1086.21005
3332,a,1086.21005
3333,b,1086.21005
5573,a,1086.21005
5574,a,1086.21005
5575,a,1086.21005
5576,a,1086.21005
5577,a,1086.21005
5578,e,1086.21005
5579,a,1086.21005
5580,a,1086.21005
5581,b,1086.21005
5582,a,1086.21005
5583,a,1086.21005
5584,d,1086.21005
5589,c,1086.21005
5590,a,1086.21005
5591,c,1086.21005
5593,c,1086.21005
5594,a,1086.21005
5595,a,1086.21005
5596,b,1086.21005
5597,a,1086.21005
996,b,1111.290343
446,a,1114.162343
5747,a,1119.89872
7947,a,1119.89872
7960,b,1119.89872
6575,b,1122.027633
6965,b,1127.609805
10811,e,1127.609805
11212,c,1127.609805
6765,e,1129.387791
10348,a,1129.387791
10938,e,1129.387791
1647,a,1130.126591
1648,e,1130.126591
1649,a,1130.126591
1650,b,1130.126591
1651,a,1130.126591
1652,a,1130.126591
1653,a,1130.126591
1654,e,1130.126591
1655,a,1130.126591
1656,a,1130.126591
1657,e,1130.126591
1658,b,1130.126591
1659,a,1130.126591
1660,a,1130.126591
1661,b,1130.126591
1662,a,1130.126591
1663,c,1130.126591
1664,a,1130.126591
1665,a,1130.126591
1666,c,1130.126591
1667,e,1130.126591
1668,a,1130.126591
1669,e,1130.126591
1670,a,1130.126591
3605,e,1130.126591
3606,a,1130.126591
3607,c,1130.126591
3608,e,1130.126591
3609,a,1130.126591
3610,a,1130.126591
3611,a,1130.126591
3612,a,1130.126591
3613,b,1130.126591
3614,a,1130.126591
3615,a,1130.126591
3616,a,1130.126591
3617,a,1130.126591
3618,c,1130.126591
3619,b,1130.126591
3620,a,1130.126591
3621,a,1130.126591
3622,a,1130.126591
3623,b,1130.126591
3624,a,1130.126591
3625,d,1130.126591
3626,e,1130.126591
3627,c,1130.126591
3628,b,1130.126591
3629,a,1130.126591
3630,b,1130.126591
3631,a,1130.126591
3632,a,1130.126591
3633,a,1130.126591
3634,a,1130.126591
3635,b,1130.126591
3636,e,1130.126591
3637,a,1130.126591
3638,e,1130.126591
3639,b,1130.126591
3640,a,1130.126591
6470,e,1136.310956
8528,b,1136.519473
10948,a,1136.519473
563,e,1139.057944
2160,a,1143.211458
2203,a,1143.211458
2209,a,1143.211458
2261,e,1143.211458
4248,b,1143.211458
4280,e,1143.211458
4292,d,1143.211458
4300,c,1143.211458
4311,a,1143.211458
4354,a,1143.211458
8592,e,1146.261607
428,b,1148.73383
8421,a,1153.300893
2076,a,1155.682338
2090,d,1155.682338
2105,a,1155.682338
4109,a,1155.682338
4127,a,1155.682338
4182,e,1155.682338
4191,b,1155.682338
4201,e,1155.682338
4203,a,1155.682338
4213,c,1155.682338
4215,d,1155.682338
8612,a,1160.490912
10622,a,1160.490912
3131,b,1165.915643
3132,a,1165.915643
5344,a,1165.915643
5346,b,1165.915643
339,b,1170.096945
343,d,1170.096945
347,a,1170.096945
354,a,1170.096945
360,a,1170.096945
367,e,1170.096945
376,a,1170.096945
381,e,1170.096945
1307,b,1175.166022
1314,a,1175.166022
10587,a,1183
11071,a,1183
863,e,1184
876,a,1184
984,b,1186
1187,a,1186.654997
1209,a,1186.654997
6821,e,1189.241358
6822,a,1189.241358
7123,e,1189.241358
8701,a,1189.241358
8822,e,1189.241358
9531,a,1189.241358
9751,a,1189.241358
10099,a,1189.241358
10506,a,1189.241358
10507,a,1189.241358
10508,a,1189.241358
10670,a,1189.241358
10824,a,1189.241358
10825,a,1189.241358
10826,a,1189.241358
10827,a,1189.241358
6187,a,1194.046956
6632,a,1194.046956
8068,a,1194.046956
8538,b,1194.046956
8945,b,1194.046956
9055,e,1194.046956
9693,a,1194.046956
10303,a,1194.046956
10537,e,1194.046956
1045,a,1196.558056
1050,e,1196.558056
1055,a,1196.558056
1007,a,1197.166653
781,e,1198.530913
8419,d,1202.915917
7188,a,1203.197195
8864,b,1203.197195
9552,e,1203.197195
9575,a,1203.197195
8198,a,1211
10829,b,1211
1071,a,1217.646611
9381,a,1220
6109,a,1222.655958
6597,a,1222.655958
7098,a,1222.655958
7260,a,1222.655958
8041,b,1222.655958
8094,a,1222.655958
9504,a,1223.831525
1341,a,1225.88974
874,a,1227.308069
3200,a,1229.508677
3201,b,1229.508677
3202,a,1229.508677
3203,a,1229.508677
3204,a,1229.508677
3205,e,1229.508677
3206,b,1229.508677
3209,b,1229.508677
3210,b,1229.508677
3213,a,1229.508677
3214,c,1229.508677
3215,a,1229.508677
3216,e,1229.508677
3217,a,1229.508677
3220,a,1229.508677
3222,e,1229.508677
3224,b,1229.508677
3227,b,1229.508677
3229,a,1229.508677
3230,e,1229.508677
3231,b,1229.508677
3232,a,1229.508677
3233,a,1229.508677
3234,b,1229.508677
3235,a,1229.508677
3236,a,1229.508677
3237,b,1229.508677
3238,b,1229.508677
3239,a,1229.508677
3242,a,1229.508677
3244,a,1229.508677
3245,b,1229.508677
3247,a,1229.508677
3248,e,1229.508677
3249,a,1229.508677
3250,e,1229.508677
3251,a,1229.508677
3252,b,1229.508677
3253,b,1229.508677
3254,b,1229.508677
3255,a,1229.508677
3256,a,1229.508677
3257,b,1229.508677
3258,a,1229.508677
3260,a,1229.508677
3262,d,1229.508677
3263,e,1229.508677
3264,a,1229.508677
3265,e,1229.508677
3267,c,1229.508677
3268,e,1229.508677
3269,b,1229.508677
3270,a,1229.508677
3273,a,1229.508677
3274,a,1229.508677
3275,c,1229.508677
3276,b,1229.508677
3277,b,1229.508677
3278,a,1229.508677
5425,e,1229.508677
5426,b,1229.508677
5427,e,1229.508677
5428,a,1229.508677
5429,a,1229.508677
5430,a,1229.508677
5431,a,1229.508677
5432,a,1229.508677
5433,a,1229.508677
5434,d,1229.508677
5435,a,1229.508677
5436,a,1229.508677
5437,a,1229.508677
5438,a,1229.508677
5439,b,1229.508677
5440,e,1229.508677
5441,c,1229.508677
5442,e,1229.508677
5443,a,1229.508677
5444,a,1229.508677
5445,e,1229.508677
5446,a,1229.508677
5447,a,1229.508677
5449,a,1229.508677
5451,a,1229.508677
5454,b,1229.508677
5456,a,1229.508677
5457,a,1229.508677
5458,b,1229.508677
5459,a,1229.508677
5460,a,1229.508677
5461,e,1229.508677
5462,b,1229.508677
5463,a,1229.508677
5464,e,1229.508677
5465,b,1229.508677
5466,a,1229.508677
5468,b,1229.508677
5469,a,1229.508677
5470,a,1229.508677
5471,c,1229.508677
5472,a,1229.508677
5473,a,1229.508677
5474,a,1229.508677
5475,a,1229.508677
5476,c,1229.508677
5477,b,1229.508677
5478,a,1229.508677
5480,b,1229.508677
5481,a,1229.508677
5482,e,1229.508677
5483,a,1229.508677
5484,a,1229.508677
5485,a,1229.508677
5486,a,1229.508677
5487,e,1229.508677
5488,b,1229.508677
5489,c,1229.508677
5493,b,1229.508677
5494,c,1229.508677
5495,b,1229.508677
5496,a,1229.508677
5497,b,1229.508677
5498,a,1229.508677
5500,b,1229.508677
5501,b,1229.508677
5502,b,1229.508677
5503,b,1229.508677
5504,e,1229.508677
5506,b,1229.508677
5508,b,1229.508677
5509,a,1229.508677
5510,a,1229.508677
5511,b,1229.508677
5512,b,1229.508677
5513,e,1229.508677
5516,b,1229.508677
5517,c,1229.508677
5518,c,1229.508677
5519,a,1229.508677
5520,a,1229.508677
5521,a,1229.508677
5523,a,1229.508677
5524,b,1229.508677
5526,b,1229.508677
5527,b,1229.508677
5528,e,1229.508677
5529,a,1229.508677
5531,e,1229.508677
5533,d,1229.508677
5534,a,1229.508677
5536,e,1229.508677
5537,c,1229.508677
6,a,1236.532359
1192,a,1237.109129
851,a,1238
1006,a,1243.601969
6237,e,1244
7209,b,1244
8464,a,1244
8663,a,1244
8719,e,1244
9953,c,1244
90,a,1244.384697
92,e,1244.384697
96,b,1244.384697
113,a,1244.384697
114,a,1244.384697
122,a,1244.384697
135,b,1244.384697
137,a,1244.384697
153,a,1244.384697
164,e,1244.384697
168,a,1244.384697
193,a,1244.384697
202,a,1244.384697
261,a,1244.384697
278,b,1244.384697
282,a,1244.384697
286,e,1244.384697
288,b,1244.384697
1032,a,1248.811357
1042,a,1248.811357
807,a,1249.378797
809,a,1249.378797
961,b,1251.471758
1003,a,1251.471758
5946,b,1253.132135
7792,b,1253.132135
8750,b,1253.132135
9100,a,1253.132135
9120,a,1253.132135
9464,a,1253.132135
9487,c,1253.132135
9525,a,1253.132135
9681,a,1253.132135
9969,e,1253.132135
10439,a,1253.132135
11010,a,1253.132135
6395,d,1254.787854
11008,e,1254.787854
8597,b,1257.754136
1358,e,1260.140799
11270,e,1264.484714
10957,e,1264.877079
5745,c,1265.459506
5879,a,1265.459506
6729,b,1265.459506
6738,a,1265.459506
7358,a,1265.459506
7399,c,1265.459506
9777,b,1265.459506
10020,a,1265.459506
10370,a,1265.459506
10694,b,1265.459506
11198,a,1265.459506
1037,b,1265.885258
8267,a,1269
429,a,1272.533134
1360,e,1278.164428
500,b,1281
9661,b,1283.503147
9428,d,1290
6356,b,1298
9424,e,1298
10571,a,1298
315,b,1298.261439
5665,a,1300.120105
6948,e,1300.120105
7130,a,1300.120105
7513,e,1300.120105
7906,e,1300.120105
8986,e,1300.120105
9584,c,1300.120105
9895,a,1300.120105
10219,b,1300.120105
10998,a,1300.120105
11074,a,1300.120105
11160,e,1300.120105
8241,a,1304
9594,a,1304
9946,a,1304
10189,b,1304
10130,b,1305.273334
9164,b,1320.052005
753,a,1320.661991
577,b,1334.470368
580,a,1334.470368
582,b,1334.470368
584,c,1334.470368
601,c,1334.470368
606,a,1334.470368
608,a,1334.470368
609,a,1334.470368
1330,c,1334.916367
1365,e,1334.916367
222,a,1335.631752
993,a,1337.418772
6307,e,1338.979903
6483,a,1338.979903
9127,a,1338.979903
9614,b,1338.979903
9948,a,1338.979903
10026,b,1338.979903
10256,e,1338.979903
11173,a,1338.979903
11176,a,1338.979903
6078,a,1339.441718
6722,a,1339.441718
9542,d,1339.441718
11179,a,1340
1369,a,1341
590,a,1345.48083
8495,e,1348.086982
11293,e,1348.086982
494,b,1348.873704
872,e,1349
6075,a,1350.542438
7451,b,1350.542438
7495,a,1350.542438
8202,a,1350.542438
11205,e,1350.542438
445,b,1354.118394
2655,a,1355.302911
2656,b,1355.302911
2657,c,1355.302911
2658,a,1355.302911
2660,a,1355.302911
2661,d,1355.302911
2662,c,1355.302911
2663,a,1355.302911
2664,c,1355.302911
2665,b,1355.302911
2666,c,1355.302911
2668,a,1355.302911
2669,a,1355.302911
2670,a,1355.302911
2671,a,1355.302911
2674,e,1355.302911
2675,c,1355.302911
2676,a,1355.302911
2677,b,1355.302911
2678,c,1355.302911
2679,b,1355.302911
2680,a,1355.302911
2681,b,1355.302911
2682,b,1355.302911
2683,e,1355.302911
2684,b,1355.302911
2685,a,1355.302911
2686,e,1355.302911
2687,e,1355.302911
2689,b,1355.302911
2692,a,1355.302911
2695,b,1355.302911
2696,c,1355.302911
2697,a,1355.302911
2700,d,1355.302911
2701,b,1355.302911
2702,b,1355.302911
2703,c,1355.302911
2706,b,1355.302911
2708,e,1355.302911
2709,e,1355.302911
2710,b,1355.302911
2711,b,1355.302911
2712,b,1355.302911
2714,b,1355.302911
2715,b,1355.302911
2716,e,1355.302911
2717,a,1355.302911
2718,a,1355.302911
2723,d,1355.302911
4791,e,1355.302911
4792,a,1355.302911
4793,e,1355.302911
4794,c,1355.302911
4795,a,1355.302911
4796,b,1355.302911
4798,a,1355.302911
4799,a,1355.302911
4800,b,1355.302911
4801,a,1355.302911
4802,c,1355.302911
4805,a,1355.302911
4807,b,1355.302911
4809,c,1355.302911
4810,b,1355.302911
4812,e,1355.302911
4813,c,1355.302911
4815,a,1355.302911
4818,c,1355.302911
4819,b,1355.302911
4820,b,1355.302911
4821,a,1355.302911
4822,c,1355.302911
4823,a,1355.302911
4825,b,1355.302911
4827,e,1355.302911
4828,e,1355.302911
4830,a,1355.302911
4831,a,1355.302911
4832,b,1355.302911
4834,b,1355.302911
4835,c,1355.302911
4837,a,1355.302911
4839,d,1355.302911
4840,e,1355.302911
4843,b,1355.302911
4844,e,1355.302911
4846,a,1355.302911
4847,b,1355.302911
4848,e,1355.302911
4849,a,1355.302911
4852,a,1355.302911
4853,e,1355.302911
4854,a,1355.302911
4856,a,1355.302911
4857,a,1355.302911
4859,e,1355.302911
4860,b,1355.302911
4861,a,1355.302911
4862,a,1355.302911
4865,a,1355.302911
4866,b,1355.302911
4867,a,1355.302911
4870,e,1355.302911
4871,a,1355.302911
4873,b,1355.302911
4875,b,1355.302911
535,a,1356.313776
298,a,1357.845543
6137,a,1363.215153
9599,e,1363.215153
8112,b,1364.432928
5873,b,1364.931097
6132,a,1364.931097
10137,b,1364.931097
6662,c,1364.973427
6813,a,1364.973427
9117,a,1364.973427
10488,a,1364.973427
10854,e,1364.973427
10909,a,1364.973427
435,a,1370.297825
5680,e,1401.450698
9750,a,1401.450698
11091,b,1401.450698
1384,b,1401.496406
1385,a,1401.496406
1386,e,1401.496406
1387,a,1401.496406
1388,e,1401.496406
1389,e,1401.496406
1390,a,1401.496406
1391,b,1401.496406
1392,b,1401.496406
1393,b,1401.496406
1394,d,1401.496406
1395,e,1401.496406
1396,c,1401.496406
1397,a,1401.496406
1398,a,1401.496406
1399,a,1401.496406
1400,b,1401.496406
1401,a,1401.496406
1402,b,1401.496406
1403,a,1401.496406
1404,a,1401.496406
1405,a,1401.496406
1406,c,1401.496406
1407,e,1401.496406
1408,a,1401.496406
1409,a,1401.496406
1410,a,1401.496406
1411,e,1401.496406
1412,a,1401.496406
1413,e,1401.496406
1414,a,1401.496406
1415,a,1401.496406
1416,c,1401.496406
1417,c,1401.496406
1418,e,1401.496406
1419,e,1401.496406
1420,b,1401.496406
1421,e,1401.496406
1422,e,1401.496406
1423,b,1401.496406
1424,a,1401.496406
1425,a,1401.496406
1426,e,1401.496406
1427,a,1401.496406
1428,a,1401.496406
1429,a,1401.496406
1430,e,1401.496406
1431,b,1401.496406
1432,a,1401.496406
1433,d,1401.496406
1434,a,1401.496406
1435,b,1401.496406
1436,a,1401.496406
1437,a,1401.496406
1438,e,1401.496406
1439,b,1401.496406
1440,a,1401.496406
1441,a,1401.496406
1442,a,1401.496406
1443,b,1401.496406
1444,a,1401.496406
1445,a,1401.496406
1446,a,1401.496406
1447,b,1401.496406
1448,c,1401.496406
1449,e,1401.496406
1450,e,1401.496406
1451,e,1401.496406
1452,b,1401.496406
1453,b,1401.496406
1454,a,1401.496406
1455,a,1401.496406
1456,c,1401.496406
1457,a,1401.496406
1458,a,1401.496406
1459,b,1401.496406
1460,a,1401.496406
1461,c,1401.496406
1462,b,1401.496406
1463,a,1401.496406
1464,a,1401.496406
1465,a,1401.496406
1466,b,1401.496406
1467,a,1401.496406
1468,a,1401.496406
1469,a,1401.496406
1470,b,1401.496406
1471,a,1401.496406
1472,a,1401.496406
1473,b,1401.496406
1474,b,1401.496406
1475,e,1401.496406
1476,b,1401.496406
1477,a,1401.496406
1478,a,1401.496406
1479,a,1401.496406
1480,e,1401.496406
1481,b,1401.496406
1482,a,1401.496406
1483,a,1401.496406
1484,b,1401.496406
1485,a,1401.496406
1486,a,1401.496406
1487,a,1401.496406
1488,a,1401.496406
1489,a,1401.496406
1490,b,1401.496406
1491,a,1401.496406
1492,e,1401.496406
1493,e,1401.496406
1494,a,1401.496406
1495,d,1401.496406
1496,e,1401.496406
1497,a,1401.496406
1498,b,1401.496406
1499,b,1401.496406
1500,a,1401.496406
1501,a,1401.496406
1502,b,1401.496406
1503,c,1401.496406
1504,e,1401.496406
1505,e,1401.496406
1506,a,1401.496406
1507,d,1401.496406
1508,c,1401.496406
1509,a,1401.496406
1510,a,1401.496406
1511,a,1401.496406
1512,e,1401.496406
1513,e,1401.496406
1514,a,1401.496406
1515,d,1401.496406
1516,a,1401.496406
1517,e,1401.496406
1518,a,1401.496406
1519,a,1401.496406
1520,c,1401.496406
1521,b,1401.496406
1522,e,1401.496406
1523,a,1401.496406
1524,e,1401.496406
1525,a,1401.496406
1526,a,1401.496406
1527,a,1401.496406
1528,b,1401.496406
1529,e,1401.496406
1530,b,1401.496406
1531,e,1401.496406
1532,a,1401.496406
1533,a,1401.496406
1534,b,1401.496406
1535,b,1401.496406
1536,d,1401.496406
1537,b,1401.496406
1538,e,1401.496406
1539,e,1401.496406
1540,b,1401.496406
1541,a,1401.496406
1542,a,1401.496406
1543,a,1401.496406
1544,a,1401.496406
1545,a,1401.496406
1546,a,1401.496406
1547,a,1401.496406
1548,a,1401.496406
1549,b,1401.496406
1550,a,1401.496406
1551,a,1401.496406
1552,c,1401.496406
1553,b,1401.496406
1554,a,1401.496406
1555,d,1401.496406
1556,e,1401.496406
1557,b,1401.496406
1558,b,1401.496406
1559,a,1401.496406
1560,b,1401.496406
1561,d,1401.496406
1562,a,1401.496406
1563,c,1401.496406
1564,e,1401.496406
1565,a,1401.496406
1566,e,1401.496406
1567,e,1401.496406
1568,e,1401.496406
1569,a,1401.496406
1570,a,1401.496406
1571,c,1401.496406
1572,a,1401.496406
1573,a,1401.496406
1574,a,1401.496406
1575,a,1401.496406
1576,a,1401.496406
1577,b,1401.496406
1578,a,1401.496406
1579,a,1401.496406
1580,a,1401.496406
1581,a,1401.496406
1582,a,1401.496406
1583,a,1401.496406
1584,a,1401.496406
1585,b,1401.496406
1586,c,1401.496406
1587,e,1401.496406
1588,b,1401.496406
1589,a,1401.496406
1590,e,1401.496406
1591,b,1401.496406
1592,b,1401.496406
1593,a,1401.496406
1594,e,1401.496406
1595,e,1401.496406
1596,a,1401.496406
1597,b,1401.496406
1598,d,1401.496406
1599,a,1401.496406
1600,a,1401.496406
1601,a,1401.496406
1602,c,1401.496406
1603,b,1401.496406
1604,b,1401.496406
